Date,Open,High,Low,Close,Volume,% Change,SMA_30,SMA_200,RSI,Volume_MA_20,Volatility_30
2020-01-02,208.7959442138672,208.8058918375868,205.302414699591,205.78015882073373,12077100,,,,,,
2020-01-03,207.69114685058597,209.41302733101944,205.97921399369764,206.238004077988,11188400,0.22249242097880373,,,,,
2020-01-06,211.60272216796875,211.78187051732047,205.5512409765196,205.73038932587127,17058900,-0.2461305589074536,,,,,
2020-01-07,212.060546875,213.57342090562025,210.75669443031995,211.82168241930964,14912400,2.960813476996793,,,,,
2020-01-08,214.21041870117188,215.22563820234075,211.61266142776495,212.0008313565632,13475000,0.08457535376331649,,,,,
2020-01-09,217.27598571777344,217.3556122704928,215.26545702644307,216.5195410605457,12642800,2.1314584830011807,,,,,
2020-01-10,217.037109375,218.8485793058094,216.4001121307267,218.17176119096212,12119400,0.763081300802515,,,,,
2020-01-13,220.8690490722656,220.9287651891354,218.18171750264293,218.56988744950831,14463400,0.1824829466347433,,,,,
2020-01-14,218.03240966796875,221.33684317971068,217.60443404355067,220.5704509179999,13288900,0.9152969294334845,,,,,
2020-01-15,220.1125946044922,220.64010719625315,219.1073379118784,219.5751343894341,10036500,-0.4512465402429666,,,,,
2020-01-16,220.72970581054688,221.5856722535405,219.35617437738657,221.52595613683127,10015300,0.8884529447388267,,,,,
2020-01-17,221.09796142578125,221.24725171492375,219.49551317773475,220.9884768180062,15905900,-0.24262588826975406,,,,,
2020-01-21,220.4012451171875,221.32687527177663,218.0921207616,221.11786886980357,14275800,0.05855149266624782,,,,,
2020-01-22,220.2818145751953,221.7050992807162,220.2419937068497,221.2671608521832,12212800,0.067516923504507,,,89.5726235081125,,
2020-01-23,218.7291259765625,220.45102168291515,218.2414342292888,219.7144874693024,11195000,-0.7017188528568141,,,82.98769177559019,,
2020-01-24,216.91766357421875,220.73964680087644,215.09624613326204,219.76424815377564,11905800,0.02264788501038506,,,82.65250819000967,,
2020-01-27,213.862060546875,215.04648080078783,211.5031828498223,212.10037438216528,13810700,-3.4873159924755925,,,61.42857698985083,,
2020-01-28,216.76837158203125,217.71392741769657,212.5184124760095,215.12611757088712,13413800,1.4265619273589714,,,56.661329295780696,,
2020-01-29,222.18284606933597,223.14829711100327,217.42526978783843,220.40124946328032,33181300,2.4521113251881,,,64.04794283413389,,
2020-01-30,208.547119140625,210.43820039774823,203.7895427519186,205.56119177429653,48775500,-6.733200344881074,,,36.37714307607197,15797735.0,
2020-01-31,200.9628753662109,207.7110702300328,200.1168565085857,207.45228012961397,31359900,0.91996370472196,,,36.752766758729166,16761875.0,
