Date,Open,High,Low,Close,Volume,% Change,SMA_30,SMA_200,RSI,Volume_MA_20,Volatility_30
2020-01-02,68.10836791992188,68.10836791992188,67.00415018078345,67.09969405120086,27278000,,,,,,
2020-01-03,67.7520751953125,68.36066912200879,67.04545444931702,67.07929686090621,23408000,-0.03039833576451434,,,,,
2020-01-06,69.55794525146484,69.58332136437583,67.22858209701914,67.25992638011208,46768000,0.2692775977965578,,,,,
2020-01-07,69.423583984375,69.84109012983315,69.24693070667955,69.68981296449783,34330000,3.6126810051107183,,,,,
2020-01-08,69.91773223876953,70.25661198119289,69.30018598173857,69.40916205306414,35314000,-0.4027143989849269,,,,,
2020-01-09,70.65171813964844,71.09409928302898,70.17499344034695,70.75820366435225,33200000,1.9436074019403282,,,,,
2020-01-10,71.1080322265625,71.40561310051638,70.64226436176689,71.13341593357758,26258000,0.5302738760938341,,,,,
2020-01-13,71.65890502929688,71.73105459235768,70.92939109321708,71.42103622672836,30730000,0.40433921157301267,,,,,
2020-01-14,71.18914794921875,71.78828087353631,71.04881242286127,71.65740633981173,26076000,0.3309530714914244,,,,,
2020-01-15,71.61759948730469,71.69622595906601,71.24239441964515,71.31007165217136,21550000,-0.48471568450754177,,,,,
2020-01-16,72.16299438476562,72.18986633810621,71.65740833978604,71.92861081434542,26080000,0.8673938306935192,,,,,
2020-01-17,73.62400817871094,73.67526155402983,72.48097438508057,72.77904882974998,52424000,1.182336216112434,,,,,
2020-01-21,73.75985717773438,74.13954214804811,73.160716663624,73.59812431900943,48930000,1.1254275817419446,,,,,
2020-01-22,73.84046936035156,74.67199649799004,73.78026373101446,74.13208207250838,28458000,0.7255045674595229,,,92.215502072561,,
2020-01-23,73.88127136230469,74.31968130965106,73.66381279979728,74.02359627922354,26650000,-0.14634121995754645,,,91.02985388008072,,
2020-01-24,72.95968627929688,74.35451457543209,72.810892040463,74.28584264769104,29786000,0.35427401754204446,,,91.51480658921582,,
2020-01-27,71.24588775634766,71.4872342256204,70.63729373845622,71.23643435523881,34132000,-4.104965608203958,,,67.21690300551819,,
2020-01-28,72.17991638183594,72.39388973398827,71.17770407698895,71.74399693020122,29724000,0.7125041835071677,,,60.67003977763335,,
2020-01-29,72.48843383789062,72.8586654186404,71.92562625371633,72.57601256289253,21566000,1.1597006973290913,,,65.55838976388208,,
2020-01-30,72.36651611328125,72.41627364413384,71.40859442553979,71.56285567943894,27110000,-1.3959941414191324,,,54.08808760789785,31488600.0,
2020-01-31,71.29812622070312,73.13384738601565,71.01348397202851,73.04377812590472,43822000,2.0694009935817492,,,58.72539917085134,32315800.0,
2020-02-03,73.77726745605469,73.96139234126558,72.48395130082353,72.73475112590975,71636000,-0.42307094173347215,,,55.98855852141711,34727200.0,
2020-02-04,71.92662048339844,73.01789968192739,70.76318413051645,72.37846261578684,95880000,-0.48984633150960244,,,53.25138191584673,37182800.0,
2020-02-05,71.9584732055664,72.8805632190907,71.14387101489368,72.83229392763356,36376000,0.6270253545669124,,,56.798697465213195,37285100.0,
2020-02-06,73.44734954833984,73.7255224770131,72.17891592181336,72.25355601704628,37822000,-0.7946171668879676,,,51.45648013111628,37410500.0,
2020-02-07,73.60359954833984,73.90913797820706,72.9218613742501,73.02038933632561,28360000,1.0613087598047244,,,51.08991298477438,37168500.0,
2020-02-10,75.0740737915039,75.0850230307296,73.40903771305075,73.51005621420106,38302000,0.6705892454504481,,,49.59008121624459,37770700.0,
2020-02-11,75.14374542236328,76.1300350378507,74.91434289980158,75.30348131760789,34852000,2.4397003563443986,,,54.880176234176474,37976800.0,
2020-02-12,75.57020568847656,75.65330449075212,75.07457418082535,75.4323606906229,31042000,0.17114663327639779,,,55.85910923043724,38225100.0,
2020-02-13,75.30945587158203,75.93446611705389,74.84218453538855,75.14076012943136,22914000,-0.3865722330864241,72.01115067057304,,53.546976357334984,38293300.0,
2020-02-14,75.57518005371094,75.64086789608571,74.91931151125273,75.36618018532974,23198000,0.29999703956959944,72.28670020837735,,72.3777030820732,38149200.0,1.3313213028348336
2020-02-18,75.61051177978516,76.16386598952577,75.19101619789893,75.35672784883174,25642000,-0.01254188082076002,72.56261457464153,,70.69323188233965,36810100.0,1.331127789362879
2020-02-19,75.8807144165039,76.17282066551604,75.6871437222989,75.99666093125346,22746000,0.8492049757062858,72.85383905967957,,70.03384292633224,35500900.0,1.3334149312830519
2020-02-20,75.48860168457031,75.99020140631765,74.8551251240808,75.58911904933706,25962000,-0.5362628790823609,73.05048259584088,,75.38128367173603,35376100.0,1.1988576828128292
2020-02-21,73.820068359375,75.18803231655097,73.57275374256885,74.8710434826863,42520000,-0.9499721331347466,73.23254531016163,,62.744724085342774,36169600.0,1.2136486744668995
2020-02-24,70.65519714355469,71.47727087720753,70.00481082046124,70.81393833170006,49560000,-5.418790713027044,73.23440313240654,,41.2024843799191,37158300.0,1.557213977365769
2020-02-25,68.9861831665039,71.50065850081133,68.692588654975,71.20955452359632,51580000,0.5586699472117429,73.23694108540718,,44.66550097852392,38030700.0,1.557546840013627
2020-02-26,69.19269561767578,70.3471798136507,68.50000813732794,69.41712466045571,49776000,-2.5171198937168793,73.1701440331981,,36.111233016362924,39033300.0,1.6223783711073831
2020-02-27,65.43465423583984,68.14420353278719,65.39932357908593,67.63364403136153,62290000,-2.5692228507271597,73.03601862291642,,32.88853040052082,41069500.0,1.6822342722097419
2020-02-28,66.64387512207031,66.80310984869047,63.10877459262059,63.41232362061609,80198000,-6.241450495833134,72.77276035519792,,21.664221706934,43723900.0,2.0139861012089177
2020-03-02,68.9861831665039,69.04340471098438,65.94472443894038,67.24799522889303,55430000,6.048779463160869,72.61673983568282,,34.57616785908279,44304300.0,2.3223583563949846
2020-03-03,66.56774139404297,70.074474248836,66.14575530731636,69.55147725951427,56602000,3.425354202427666,72.50915411667498,,36.1797173434457,43552600.0,2.4030257426778525
2020-03-04,68.75130462646484,68.81002200894605,66.53191209538853,67.6246871548153,47598000,-2.7703079512022777,72.31003954453517,,32.73243686847421,41138500.0,2.4382420006373096
2020-03-05,65.42520904541016,67.35946593346003,64.77233214000819,66.95738129290719,54380000,-0.9867784828053061,72.07088285188179,,32.19737113548483,42038700.0,2.4345899696544135
2020-03-06,64.47872924804688,64.827555889874,62.56139381615548,63.1953638380552,64640000,-5.618525369734694,71.70994177050952,,27.0537059087289,43379600.0,2.6198611791839728
2020-03-09,60.50025177001953,62.338463471328105,59.61697392511775,59.96132825146764,69252000,-5.117520321388003,71.23245795730207,,24.12086013336723,45424200.0,2.746312185738514
2020-03-10,63.45512390136719,63.48896251764609,60.436554559183975,62.421070002563646,54872000,4.102213581360736,70.93861247887956,,28.495553772779886,46252700.0,2.801053739938668
2020-03-11,60.25691604614258,62.54746738339037,59.27361813002025,62.11652899829391,54732000,-0.4878817429070481,70.61769688114933,,28.588844190775404,47246700.0,2.7931600298168324
2020-03-12,55.31304931640625,59.15468318742386,55.1597827507668,55.8639167643772,94326000,-10.065939508771393,70.06062702119881,,24.312020603648634,50410900.0,3.2806892189565087
2020-03-13,60.42461395263672,60.431083267311,55.34987319346634,58.46995836028194,79400000,4.664981882485075,69.62419711056025,,32.6361654352789,53235200.0,3.4270551858743286
2020-03-16,53.39472198486328,57.0009775285844,53.100128996168905,54.22126801964199,96520000,-7.266450087855791,68.99678010701815,,28.44025419104291,56901300.0,3.594820763594457
2020-03-17,55.637001037597656,56.03211138595321,52.205409328198975,54.272526168627074,83194000,0.09453513511803457,68.38137260844206,,29.891384056611827,59778900.0,3.5985504090429683
2020-03-18,54.29990005493164,54.98661557352448,51.60328906887955,52.74483464426692,93044000,-2.814852434938342,67.72691834272474,,30.095813070580604,63293800.0,3.614253898972104
2020-03-19,55.31901931762695,57.35628004585694,52.52637123041914,54.15209776679258,74064000,2.6680586488076363,67.10424513736338,,36.613196090147426,65698900.0,3.664500123351138
2020-03-20,53.15635681152344,56.65313876463559,52.8523104394051,56.27594054762776,82878000,3.9219953952320807,66.57165795504942,,33.312623516860896,67716800.0,3.7695905012293327
2020-03-23,52.455711364746094,53.09167079517627,50.20347875276499,52.5671779570536,83672000,-6.59031649135271,65.88988424240702,,25.22753069514492,69422400.0,3.8987918025261425
2020-03-24,56.23166275024414,56.39687326439122,54.06302987481948,54.936357041615146,72468000,4.506955055675843,65.27076093665416,,31.729205000049376,70466800.0,4.017089225358358
2020-03-25,54.81891250610352,57.03581063497772,53.89284002062056,55.96144885889117,90324000,1.8659624927432006,64.6260265213636,,34.32769187213165,72494200.0,4.002044685485745
2020-03-26,57.869327545166016,58.29529241748378,54.34169466002882,55.47079504467959,76562000,-0.8767711062105943,63.960640999832144,,37.858042774969455,73207800.0,3.9968910623093374
2020-03-27,55.24885940551758,57.27865627332936,54.93734899052884,56.10526532209489,62794000,1.1437915697877665,63.32612450625427,,43.39937685734637,72337600.0,4.013936683039229
2020-03-30,57.042781829833984,57.276166921251175,54.66315975332864,56.36253564444081,58736000,0.45854933733751047,62.69266968822464,,38.783553046423506,72502900.0,4.015661125766896
2020-03-31,57.82106018066406,58.39083443927487,56.56556134705665,57.163206051055234,65228000,1.42057201199286,62.086218961632085,,40.99510372025618,72934200.0,4.034868539195545
2020-04-01,54.8427963256836,56.20229768361806,54.41434472078375,55.932587259759686,51970000,-2.1528162542115314,61.417416505915625,,50.152726644748,73152800.0,4.028838860418616
2020-04-02,55.585750579833984,55.87138374005283,54.3964368955584,54.73830070289628,56410000,-2.1352249473405416,60.72238922770094,,41.144513503869966,73254300.0,4.033932242357431
2020-04-03,54.37503433227539,55.6733278436525,53.49822958250269,55.47029994298398,51374000,1.3372706691440417,60.075697776377524,,53.55787546914087,72591000.0,4.0562671889966655
2020-04-06,58.87800979614258,59.25420957181764,55.98235353914818,56.3804517940451,63320000,1.6407912919105039,59.594581558455694,,55.72434037631434,72294400.0,3.9901375425329677
2020-04-07,58.84665298461914,60.74856308077166,58.58241717885874,60.56095675968012,61620000,7.414812816516947,59.23962829965849,,68.55259691925751,72631800.0,4.251238809896782
2020-04-08,60.06283950805664,60.45596046414816,58.91582321231339,59.86876766596092,40334000,-1.1429626128034331,58.921349733175326,,64.04608485879055,71911900.0,4.2355713062110665
2020-04-09,60.04144287109375,60.80877419619722,59.33730885263395,60.6191822762662,54028000,1.2534325317872463,58.68753434133882,,61.44388026256756,69897000.0,4.225677983126093
2020-04-13,60.2325325012207,60.43705624337838,58.83521365989364,59.78915284931368,38702000,-1.3692521010424397,58.5667619822954,,72.43193451528498,67862100.0,4.079629858826579
2020-04-14,62.960487365722656,63.48398170235811,61.134713213951024,61.703496547676295,63358000,3.201824423214905,58.38194535958817,,71.63035065687798,66204000.0,3.9627631042526845
2020-04-15,62.56587600708008,63.45213792906103,61.40641842523156,62.028941883647406,42236000,0.5274341879793587,58.13119418039262,,70.30205907810375,64156100.0,3.906026535696362
2020-04-16,62.57234191894531,63.36505315378879,61.61541867517127,63.05553213901334,57896000,1.6550181644104045,57.978889013199215,,74.50011152752111,62398700.0,3.893283401742381
2020-04-17,63.64571380615234,64.19309603629993,62.99880511817582,63.7800697785387,51050000,1.1490469034945772,57.87297862938693,,74.6476290295619,61248000.0,3.897136274402477
2020-04-20,62.75746154785156,63.53723420122594,62.52308175937078,63.192382507258586,35292000,-0.9214277646931501,57.87287925169371,,71.47822295629229,58868700.0,3.7591540335400704
2020-04-21,60.319618225097656,62.20261405697776,59.96331995092656,61.839850264512044,49648000,-2.1403406377203504,57.93549665212853,,64.21357402442929,57167500.0,3.65536228706525
2020-04-22,62.62111282348633,63.689502669146925,61.56565781052298,61.76022700362581,46296000,-0.1287572019428529,57.913468552163934,,69.04415678787484,55858900.0,3.5791944046723256
2020-04-23,63.25607299804688,64.10103609301092,62.72660667994224,62.98586521952871,34202000,1.9845105424093568,57.94244642620509,,76.89711986241744,53052800.0,3.595340371209802
2020-04-24,63.52628326416016,63.58151921212647,61.904038134854936,62.45142034269284,37402000,-0.8485155756345231,58.16202987881561,,73.06415741669417,51094800.0,3.0479046101475293
2020-04-27,63.24065017700195,64.39712372198137,62.95202913831528,64.29261999002367,44186000,2.948211005014012,58.356118599807004,,74.62520783963421,50164400.0,2.980781808183143
2020-04-28,61.33625411987305,63.93233991292163,61.22627956997814,63.85471573205543,80700000,-0.6811112349071835,58.67723352355412,,63.36472969529384,51262600.0,2.620477242906832
2020-04-29,66.78968048095703,67.6839037451793,66.02085713189535,66.93000841508254,108358000,4.8160776346284795,59.099149598435964,,74.00854331712549,53419100.0,2.729839716984706
2020-04-30,67.01459503173828,67.17881081378736,65.76058843714873,66.25124639341773,55842000,-1.014137063087317,59.54936332340766,,69.24303761932586,53612700.0,2.6681468766940597
2020-05-01,65.5525894165039,67.24997954035189,65.171416205784,65.88947971557204,48872000,-0.5460526368023744,59.94060938836697,,71.53193116595412,53235800.0,2.6549263193170827
2020-05-04,65.83026123046875,65.90839414561984,64.49216102586087,65.09528031161895,30806000,-1.2053508502137822,60.23458738050002,,62.999699433551044,52207400.0,2.604241423475332
2020-05-05,67.13005065917969,68.2243215628969,66.43388558474965,66.55679496980919,39666000,2.2451929712780982,60.700907947591865,,65.96372538256212,51024700.0,2.247715782334113
2020-05-06,66.95140838623047,68.1088766042414,66.93648036667742,67.57691974063604,31732000,1.5327131832138186,61.122260037559236,,65.94820104580491,49530300.0,2.1423133767197102
2020-05-07,68.13823699951172,68.47264440653437,67.3052215502205,67.74163456805904,30652000,0.24374420742345748,61.5149328945315,,64.54809769923044,49046200.0,2.132696574287861
2020-05-08,68.88765716552734,69.4997287699174,68.27408972188776,68.7622572406244,33326000,1.506640161657069,61.957981634396326,,69.82396015210233,48011100.0,2.117802963900863
2020-05-11,69.84556579589844,70.43972524742269,68.44775348367992,68.51194548372064,32718000,-0.3640249272617968,62.371537639783845,,75.7687065996502,47711900.0,2.125761505158498
2020-05-12,68.43183135986328,70.38001377865767,68.39849009246208,70.07597118487982,33918000,2.282851100076866,62.82865215779848,,78.81303975826182,46239900.0,2.144932965392619
2020-05-13,67.09571075439453,68.93691403950152,66.08454630529928,68.48059199835623,40368000,-2.276642277728169,63.20589835604185,,68.56293609791933,46146500.0,2.2103139289410505
2020-05-14,67.52018737792969,67.54556349090912,65.85017034843136,66.358740454696,36660000,-3.098471379615353,63.55343679587306,,61.921524406866205,45084700.0,2.2575641314016304
2020-05-15,68.32633209228516,68.40196688173432,66.63143246758034,67.09223444201076,41544000,1.105346458188916,63.96523458717687,,59.16106354924129,44609400.0,2.1991677315961735
2020-05-18,68.92945098876953,69.30664542495049,67.38781793513687,67.75506542085085,47094000,0.9879399372411557,64.37472676977244,,62.57780438934862,45199500.0,2.1966201514966683
2020-05-19,68.39302062988281,69.29321213831301,68.36117519922374,68.9443854610412,31586000,1.7553226947727874,64.79352455867232,,57.3955104670357,44296400.0,2.1984248807799722
2020-05-20,70.12274932861328,70.2655678074449,69.04092345953289,69.12750749452235,38262000,0.26560833381368276,65.0790762498337,,60.95862271891706,43894700.0,1.7955392258640024
2020-05-21,70.00282287597656,70.48600931605345,69.38775960567644,70.21381213676726,30894000,1.5714506158507113,65.42391106552726,,65.61377027871023,43729300.0,1.780438546773229
2020-05-22,70.3257827758789,70.51288417543044,69.46539424513811,69.86100197282914,28544000,-0.5024797161716443,65.73197172207935,,67.77401866384677,43286400.0,1.7853018510608403
2020-05-26,70.73033905029297,71.9116951445939,70.63231222745613,71.75494334516371,44590000,2.7110137542418533,66.13083140527436,,68.78099334138244,43306600.0,1.794221621555818
2020-05-27,70.67610931396484,70.9284050225862,69.39822209639657,70.66217598789508,31684000,-1.522915782975498,66.42945405328165,,61.08887278817309,40855800.0,1.7674362675557929
2020-05-28,70.5745849609375,71.87934390822512,69.6211431898544,69.66692194094234,35170000,-1.4084678727176891,66.68405338852482,,56.52992381904857,37196400.0,1.800225096092696
2020-05-29,71.33495330810547,71.49468919080876,70.462127348285,70.68356469901353,37044000,1.4592904778153004,66.93832114052482,,56.51818501229441,36256500.0,1.795882081806812
2020-06-01,71.4021224975586,71.73602869916792,70.77561651245831,70.94580806681581,25162000,0.3710103882267113,67.1771790834674,,58.250388808579245,35071000.0,1.790254367020578
2020-06-02,71.7723617553711,71.8066977191186,70.74228284294568,71.40859947866784,23442000,0.6523167815865483,67.45105298251437,,54.88186834534184,34702800.0,1.774063230123205
2020-06-03,71.62008666992188,72.10576361612307,71.24040169551722,71.79176648096278,27732000,0.536583835969795,67.78278352306273,,63.31228096629629,34106100.0,1.7067098329291694
2020-06-04,70.37852478027344,71.72310206654205,69.96599963959787,71.497177182306,26982000,-0.41033855704732947,68.10734852901872,,74.21671156234412,33868600.0,1.7111273315055913
2020-06-05,71.65840148925781,71.9709103787135,70.0461071028752,70.44520002096422,42642000,-1.4713548181901182,68.35599302239991,,65.34150217978632,34468100.0,1.7242443068779765
2020-06-08,72.0574951171875,72.10526325973755,70.88509891401527,70.9746746217983,33878000,0.7516120341435784,68.6401014983701,,64.91332372749754,34495700.0,1.7093583762144642
2020-06-09,72.25852966308594,73.04079279119881,71.77484210279437,71.91816171630913,33624000,1.3293292284020763,68.89428622257962,,64.095633832847,34541000.0,1.6520852844195533
2020-06-10,72.88653564453125,73.28811152943916,72.37199732197752,72.72779445199085,31762000,1.1257695085080455,69.19005551324412,,66.10854681360088,34433200.0,1.6447067646207043
2020-06-11,69.76148223876953,72.2346589692547,69.5878130130695,71.70867022307195,47144000,-1.4012857623389663,69.3493442401771,,56.72880443803575,34772000.0,1.4561837843313914
2020-06-12,70.30985260009766,71.38421437179544,68.96030198853704,70.95376958003494,36676000,-1.052732731883954,69.50609501306435,,54.747038506680916,34772800.0,1.4573469649931419
2020-06-15,70.69898986816406,70.91097380700297,69.02996753030666,69.14392465309821,30468000,-2.5507382308916693,69.61457651098188,,38.57411905749512,34219000.0,1.5383018137609086
2020-06-16,71.97937774658203,72.51182820441042,71.10953579604588,72.10527122790478,30648000,4.282873136958787,69.84824287485807,,55.4274243531964,33396700.0,1.6878847791310077
2020-06-17,72.28141784667969,72.76212128859353,71.4150612832835,72.30132693280937,30610000,0.2719020420641982,70.03972727362475,,60.541602576784,33347900.0,1.6497117531950578
2020-06-18,71.36481475830078,72.30282748663723,70.9726846629474,72.14757151661824,34862000,-0.21265918996759003,70.19208233282416,,56.29280309760042,33177900.0,1.6350664427640857
