Date,Open,High,Low,Close,Volume,% Change,SMA_30,SMA_200,RSI,Volume_MA_20,Volatility_30,Ticker
2020-01-02,72.620849609375,72.68129646149221,71.37322569622376,71.6270995236096,135480400,,,,,,,AAPL
2020-01-03,71.9148178100586,72.67644657227763,71.68995732022762,71.84711763961168,146322800,0.3071716116741063,,,,,,AAPL
2020-01-06,72.48783874511719,72.52652560345562,70.7832410162985,71.0347019061165,118387200,-1.1307561948000422,,,,,,AAPL
2020-01-07,72.14694213867188,72.75382346407903,71.92691473047077,72.49752942348555,108872000,2.059313938281049,,,,,,AAPL
2020-01-08,73.30751037597656,73.60974457641883,71.8495328881936,71.8495328881936,132079200,-0.8938187831295075,,,,,,AAPL
2020-01-09,74.86463165283203,75.058058615668,74.0353026659935,74.28675624192712,170108400,3.3921213621891377,,,,,,AAPL
2020-01-10,75.03388214111328,75.59967116208304,74.53096758540974,75.09916946286842,140644800,1.0936178425876353,,,,,,AAPL
2020-01-13,76.63693237304688,76.66353282405201,75.23214816687168,75.35062901064134,121532000,0.3348366560794735,,,,,,AAPL
2020-01-14,75.60206604003906,76.78440971103713,75.4787595103825,76.57405589932931,161954400,1.6236452233400644,,,,,,AAPL
2020-01-15,75.278076171875,76.28391248020361,74.84527472915032,75.40139008732662,121923600,-1.5314139994678788,,,,,,AAPL
2020-01-16,76.22106170654297,76.33228922922538,75.45943283140988,75.82211395087957,108829200,0.5579789219610998,,,,,,AAPL
2020-01-17,77.06488800048828,77.06730085653118,76.16301849026416,76.4700857814728,137816400,0.85459478353902,,,,,,AAPL
2020-01-21,76.54261016845703,77.13498464815184,76.40478963144653,76.69251711941031,110843200,0.2908736608105089,,,,,,AAPL
2020-01-22,76.81585693359375,77.3695447452734,76.72155630946642,77.02862363912672,101832400,0.4382520385829647,,,75.31723849614262,,,AAPL
2020-01-23,77.185791015625,77.26557760751265,76.32018802900329,76.86905012564355,104472000,-0.2071613199669197,,,74.20720296865404,,,AAPL
2020-01-24,76.96333312988281,78.17710300745777,76.772319051517,77.43240119345582,146537600,0.73287111898932,,,74.99995605713846,,,AAPL
2020-01-27,74.70021057128906,75.38204534370864,73.71613420898714,74.96859100895418,161940000,-3.181885291592723,,,65.34041051652636,,,AAPL
2020-01-28,76.81342315673828,76.9850901077203,75.48359274307904,75.58272644118536,162234000,0.8191903088559105,,,62.88366542311152,,,AAPL
2020-01-29,78.42132568359375,79.2700018323593,77.70563703421264,78.44792613497704,216229200,3.790812833433877,,,73.24934583925723,,,AAPL
2020-01-30,78.30767059326172,78.36086410726632,77.06972049871605,77.50252193635508,126743200,-1.2051359993829558,,,62.661817759048176,136739100.0,,AAPL
2020-01-31,74.83562469482422,78.01996079771159,74.54064375527754,77.59683282419269,199588400,0.1216875083304369,,,60.42380787815847,139944500.0,,AAPL
2020-02-03,74.6301040649414,75.79793402750128,73.07299252901737,73.57590710330668,173788400,-5.181816801719252,,,44.36597541713057,141317780.0,,AAPL
2020-02-04,77.09390258789062,77.28491667175436,75.83177225101083,76.23797325215806,136616400,3.618122091398224,,,49.02237192954933,142229240.0,,AAPL
2020-02-05,77.7225570678711,78.52287271376575,77.11808861152979,78.22305134186004,118826800,2.6037917917050457,,,57.83747398435466,142726980.0,,AAPL
2020-02-06,78.63168334960938,78.63410358497025,77.43484006982592,77.99336840947814,105425600,-0.2936256364867606,,,56.09558860380712,141394300.0,,AAPL
2020-02-07,77.56285095214844,78.3796069749616,77.07085803475874,78.12997524636046,117684000,0.1751518618417824,,,54.79773375424813,138773080.0,,AAPL
2020-02-10,77.93124389648438,77.93124389648438,76.06506702253098,76.14504296724274,109348800,-2.5405515269380285,,,48.563903044109296,137208280.0,,AAPL
2020-02-11,77.4610595703125,78.500791189116,77.24293596960018,78.42808578763751,94323200,2.9982816102381404,,,53.33076486949129,135847840.0,,AAPL
2020-02-12,79.30059051513672,79.30543507665523,77.91185812540034,77.91185812540034,113730400,-0.6582178527663962,,,52.44048451423132,133436640.0,,AAPL
2020-02-13,78.73587799072266,79.06306707389666,78.36749164748854,78.57107415792922,94747600,0.8461048784998315,75.83992362100453,,52.652933514048414,132077840.0,,AAPL
2020-02-14,78.75526428222656,79.0048959887249,78.24630435157947,78.70436311176876,80113600,0.1696412519085921,76.07583240727651,,59.76411165756522,130642060.0,1.9727876807798297,AAPL
2020-02-18,77.3132095336914,77.49498040250103,76.24924049804682,76.43101136685644,152531200,-2.888469781127523,76.22862886485133,,52.04019264299202,131377800.0,2.0586617352003125,AAPL
2020-02-19,78.43293762207031,78.6631837418977,77.55559118024817,77.55559118024817,93984000,1.4713658674408103,76.44599184065572,,47.65775540271848,130534840.0,2.054298604171652,AAPL
2020-02-20,77.6282730102539,78.6825454868993,77.12173909676193,78.19297862893117,100566000,0.8218459030266967,76.6358401475039,,51.84213180247154,130471520.0,2.030322468697394,AAPL
2020-02-21,75.8711929321289,77.66467225464882,75.2531746495572,77.22114698677865,129554000,-1.2428630539378704,76.81489395079006,,49.042507747131005,131725620.0,2.0382208380678533,AAPL
2020-02-24,72.26725769042969,73.72142482703582,70.09812948275813,72.04428953806494,222195200,-6.703937523227999,76.74014506066133,,46.31364562203159,135508500.0,2.3177014355516405,AAPL
2020-02-25,69.81939697265625,73.32151855543881,69.34679716700752,72.93859119205945,230673600,1.241322053043481,76.66812578496771,,41.32033262035261,138945180.0,2.320426446760455,AAPL
2020-02-26,70.92700958251953,72.19456142629366,69.43648955817032,69.44376009892217,198054800,-4.791470517897456,76.47123015457707,,28.603938304876905,140736220.0,2.4732427922787075,AAPL
2020-02-27,66.2906265258789,69.31529668003056,66.15490485834736,68.12772839099156,320605600,-1.8951043348688577,76.18968590429914,,27.16549961237868,145955040.0,2.46515353695541,AAPL
2020-02-28,66.2518539428711,67.4757824380709,62.13413953031365,62.34984454807426,426510000,-8.480957723641502,75.75463438632407,,21.039004348101656,160943380.0,2.872067358326436,AAPL
2020-03-02,72.41996002197266,73.05737125328037,67.30856246455294,68.41372910419624,341397200,9.72558087365636,75.50768822476795,,37.65861530152257,168033820.0,3.4316880993466,AAPL
2020-03-03,70.11993408203125,73.67779421161765,69.26681804701707,73.59781828147297,319475600,7.577556793288087,75.41194597476796,,42.94310865593577,175318180.0,3.7163816939089673,AAPL
2020-03-04,73.37242889404297,73.53238817702517,71.04334126232827,71.84555625982283,219178400,-2.3808613659560662,75.25038061278171,,41.44622593003371,179446280.0,3.7395994633783216,AAPL
2020-03-05,70.99243927001953,72.59928766176252,70.62647152568951,71.62257241363193,187572800,-0.3103655365747304,75.07017890526522,,40.08024775028464,182883580.0,3.7380360508096016,AAPL
2020-03-06,70.04966735839844,70.48349603940056,68.15925268654892,68.34586817457833,226176800,-4.574960279463436,74.7860728402297,,36.43003078432472,188921140.0,3.823418981971828,AAPL
2020-03-09,64.50928497314453,67.3982263851532,63.74099670150596,63.92276760464713,286744800,-6.471642965501756,74.33575172060274,,34.48752657583029,197374180.0,3.9781009998543215,AAPL
2020-03-10,69.15536499023438,69.42196387071529,65.28485515114261,67.16800698250573,285290000,5.076813003357317,74.07573225305445,,37.76128252213749,206171240.0,4.075033189543933,AAPL
2020-03-11,66.7535400390625,68.15681338440555,65.88830882534532,67.22857329146201,255598800,0.0901713653228553,73.79726048139702,,36.90365898507448,214235020.0,4.070389938292459,AAPL
2020-03-12,60.161319732666016,65.43752410022596,60.1055776920594,62.02992621470894,418474000,-7.73279399254082,73.24999381738809,,33.519111078319455,229472200.0,4.211377282881605,AAPL
2020-03-13,67.369140625,67.8417479064298,61.30526258468153,64.19905949793468,370732000,3.496914176098742,72.80654506944074,,40.894507678499096,243271420.0,4.2786532054357815,AAPL
2020-03-16,58.70231246948242,62.7909413516552,58.166692548418034,58.63929618574619,322423600,-8.660194332546812,72.17462718149251,,35.025385963460295,255386920.0,4.525327579629591,AAPL
2020-03-17,61.28345489501953,62.43466692909921,57.77891021775957,59.98682095947624,324056000,2.2979893371530613,71.72165764336484,,39.630052089783206,263963160.0,4.483140001413148,AAPL
2020-03-18,59.78323745727539,60.59030070646208,57.46868723066085,58.11094663703243,300233600,-3.1271440833829933,71.11742342286065,,39.14938228205335,274275640.0,4.434185259305969,AAPL
2020-03-19,59.32516479492188,61.27859516421185,58.79924151843133,59.95772757413637,271857200,3.178025903861359,70.50857929726986,,47.16752048352435,282840200.0,4.450618003618878,AAPL
2020-03-20,55.55888366699219,61.03382237097015,55.25835444307717,59.906840554892725,401693200,-0.084871494138472,69.90569503545035,,38.25455240171632,296447160.0,4.451577801942634,AAPL
2020-03-23,54.37858200073242,55.379534953760505,51.52841558126917,55.27774369215165,336752800,-7.727159068753464,69.14395398364339,,24.31181663055827,302175040.0,4.623630217474611,AAPL
2020-03-24,59.83413696289063,60.03044895212406,56.78523248433621,57.28449598735918,287531200,3.630307898208307,68.51526908431394,,29.727343459306557,305017920.0,4.691461176090244,AAPL
2020-03-25,59.504520416259766,62.58977733010226,59.20883946854917,60.77206840473627,303602000,6.088161128530634,67.92673517155056,,36.152173491592805,310295280.0,4.810959007718929,AAPL
2020-03-26,62.63582229614258,62.69398661099756,59.70809887531277,59.74687755064144,252087200,-1.686944152150871,67.3212358190586,,38.35649611652909,306869360.0,4.81406562811681,AAPL
2020-03-27,60.04256820678711,62.01296235265456,59.875338378207296,61.25679655191656,204216800,2.5271931574923023,66.7440932321915,,46.080946783708434,295754700.0,4.8432009206396645,AAPL
2020-03-30,61.75605773925781,61.92813582111078,60.44488273934441,60.76964956297266,167976400,-0.7952537781355073,66.14626944723165,,39.76421850823076,287083660.0,4.840345615528732,AAPL
2020-03-31,61.63002395629883,63.6173849288287,61.075018471181984,61.94752021431129,197002000,1.938254802865136,65.66348640881347,,41.84321789079763,280959980.0,4.846834619314162,AAPL
2020-04-01,58.387237548828125,60.28007792812991,57.95583490890622,59.74203576856197,176218400,-3.5602465411356365,65.06970122842394,,46.10624822671139,278811980.0,4.860314321273726,AAPL
2020-04-02,59.36153793334961,59.41485770307434,57.41537743281441,58.24910070690384,165934000,-2.4989691804974568,64.4049052976897,,39.63522894957583,277730040.0,4.861068043716444,AAPL
2020-04-03,58.50843048095703,59.54815862037908,57.91706843692095,58.84531247186097,129880000,1.023555312822988,63.792377480525765,,50.43391494826975,272915200.0,4.872541460689448,AAPL
2020-04-06,63.61254119873047,63.76764851271487,60.44003414092345,60.80842048337832,201820400,3.336048240811152,63.417848512036215,,51.68672805871798,268668980.0,4.796280114310015,AAPL
2020-04-07,62.875755310058594,65.84953154055276,62.77154178413321,65.6314005748614,202887200,7.931434582816399,63.17427549146294,,63.77274825291841,264548840.0,5.027659724618936,AAPL
2020-04-08,64.48505401611328,64.8001206555024,63.31202655456122,63.677986981114906,168895200,-2.976339948007612,62.9820830542027,,56.78667207858429,260213660.0,4.981567146924361,AAPL
2020-04-09,64.95038604736328,65.45450156620154,64.15302289668575,65.12246785230607,161834800,2.268414784562145,62.88190770291318,,59.054228520057706,247381700.0,4.989787274675195,AAPL
2020-04-13,66.22520446777344,66.33426997710056,64.4268809310659,65.02793942933454,131022800,-0.1451548537532709,62.97117753228852,,70.08892094482012,235396240.0,4.728161689538705,AAPL
2020-04-14,69.56979370117188,69.86063015904438,67.3885424559632,67.86114985093643,194994800,4.356912500173449,62.95275822384654,,71.07402505496457,229024800.0,4.450542718454209,AAPL
2020-04-15,68.93478393554688,69.39526866678374,68.01381447307317,68.44279106966171,131154400,0.8571048678115645,62.78092398345282,,67.28565146841001,219379720.0,4.222911398677343,AAPL
2020-04-16,69.4825439453125,69.8485117816668,68.43069705947066,69.64977379131028,157125200,1.763491381320348,62.7077312345024,,72.13440911137263,212224300.0,4.215349986221098,AAPL
2020-04-17,68.53974914550781,69.54555411214668,67.1001229261611,68.99781539542603,215250000,-0.9360524240002444,62.62023933389555,,67.99236676778662,209393940.0,4.2184014640138745,AAPL
2020-04-20,67.11707305908203,68.2682885484201,67.09768742099124,67.36428617146147,130015200,-2.3675086154580582,62.58751993379165,,64.55234164079218,195810040.0,4.155300710215089,AAPL
2020-04-21,65.04248046875,67.19464932019156,64.3299378788463,66.95955863717874,180991600,-0.6008043093525539,62.6887463015427,,61.45075280443602,188021980.0,3.972458158206513,AAPL
2020-04-22,66.91592407226562,67.35217124293807,65.97071693829112,66.31243969742793,116862400,-0.966432504815684,62.660227392040106,,66.161903094212,179488540.0,3.870220094459665,AAPL
2020-04-23,66.6565933227539,68.28526070625729,66.61781464739953,66.86017582115733,124814400,0.8259930206588884,62.647947476363285,,72.21453071306738,170549160.0,3.872941285956036,AAPL
2020-04-24,68.58094787597656,68.5906443947667,67.13405124110245,67.18252643877639,126161200,0.4821264880925824,62.81970081716553,,71.81629680004312,164252860.0,3.5828692177261425,AAPL
2020-04-27,68.62940979003906,68.96144338063607,67.84900659471111,68.29736880316676,117087600,1.659423102235258,62.95631112733994,,70.50699114955839,159896400.0,3.5423217699691487,AAPL
2020-04-28,67.5169906616211,69.27410964320943,67.42489960373554,69.0923387140796,112004800,1.1639832175730502,63.30474587828439,,62.15943675457865,157097820.0,3.117093601703146,AAPL
2020-04-29,69.73458862304688,70.20476992848462,68.80392253083471,69.00750504510519,137280800,-0.1227830328995982,63.60543534780535,,71.55446361814326,154111760.0,3.102793506876672,AAPL
2020-04-30,71.20569610595703,71.3826223912063,69.88483240246467,70.27503026645908,183064000,1.836793288679828,64.01090480211957,,71.1413980468445,154454040.0,3.033480465204624,AAPL
2020-05-01,70.05936431884766,72.46600961904917,69.2789608424837,69.37590385770176,240616800,-1.27943937604601,64.32484401157176,,66.73510167278755,158188180.0,3.016018684315944,AAPL
2020-05-04,71.05062103271484,71.17907219230422,69.39287106137577,70.08360206516988,133568000,1.020092233925629,64.66406939524765,,60.22753758938882,158372580.0,3.0149802990118983,AAPL
2020-05-05,72.11699676513672,72.95071986963468,71.36567557958281,71.51109377618626,147751200,2.036841242390719,65.20518106471548,,63.10021028070848,155669120.0,2.584963259585704,AAPL
2020-05-06,72.86104583740234,73.49360499399509,72.43448777558325,72.81984118068168,142333600,1.8301319912565008,65.72302590449289,,63.41809776366763,152641440.0,2.539744637037704,AAPL
2020-05-07,73.61478424072266,73.9613663577404,73.18580760432597,73.48875908671029,115215200,0.91859292080696,66.14691559389203,,68.98178258180849,149957440.0,2.338327407683329,AAPL
2020-05-08,75.36695861816406,75.42042272236431,73.94773843502071,74.27581328278134,133838400,1.0709858294686958,66.63121345163002,,81.4642578357268,148557620.0,2.296663707487752,AAPL
2020-05-11,76.55287170410156,77.04862158939132,74.66462279176794,74.8736214980084,145946400,0.8048491006770853,67.08510761649976,,85.40580905933713,149303800.0,2.2721876836473838,AAPL
2020-05-12,75.67803192138672,77.6902152313634,75.55652324948885,77.23819911542692,162301200,3.158091688514641,67.63405926824822,,92.36866348255694,147669120.0,2.297227750050784,AAPL
2020-05-13,74.76425170898438,76.78129923204625,73.68525458009285,75.85782927883679,200622400,-1.7871595303863397,68.09773623706575,,82.77520070390881,151142520.0,2.335494775064215,AAPL
2020-05-14,75.22358703613281,75.28434136914274,73.27701583327868,74.00121015262513,158929200,-2.447498358260592,68.57304204986785,,72.34083800173481,151232720.0,2.273457020956545,AAPL
2020-05-15,74.77886199951172,74.82503588641835,72.95623198888298,72.99025797557229,166348400,-1.3661292497349486,69.06441395882347,,65.48124516190296,148787640.0,2.226721855749536,AAPL
2020-05-18,76.54071807861328,76.91496675486883,75.4131217905622,76.10572250052454,135178400,4.268329241958435,69.63976095977891,,70.06439622921116,149045800.0,2.3160571174019173,AAPL
