Date,Open,High,Low,Close,Volume,% Change,SMA_30,SMA_200,RSI,Volume_MA_20,Volatility_30
2020-01-02,153.04232788085938,153.14713892548826,150.8603710012965,151.28913816971797,22622100,,,,,,
2020-01-03,151.1366424560547,152.40389764073367,150.60306438648712,150.8508074465806,21116200,-0.28973046475130326,,,,,
2020-01-06,151.52728271484375,151.59398723405667,149.12616718464912,149.66928270769137,20813700,-0.7832405798077313,,,,,
2020-01-07,150.1457061767578,152.13710084875345,149.89797766820752,151.8036218417332,21634100,1.4260368563469683,,,,,
2020-01-08,152.53733825683594,153.2138485745025,150.49829885252953,151.43206075646742,27746500,-0.2447643084913631,,,,,
2020-01-09,154.44296264648438,154.5668341975591,153.432973337792,154.2047570722111,21385000,1.8309836780222577,,,,,
2020-01-10,153.72837829589844,155.5196892441017,153.57592320691998,155.13856606057303,20725900,0.6055643198637828,,,,,
2020-01-13,155.57681274414062,155.605396247963,153.652107766259,154.12851888184957,21626500,-0.6510613088489436,,,,,
2020-01-14,154.4810791015625,155.8817289998893,154.09041848199348,155.68162992630803,23477400,1.007672723857822,,,,,
2020-01-15,155.4815216064453,156.20567579261396,154.9003140143662,154.94794349384517,21417900,-0.47127360678980157,,,,,
2020-01-16,158.3304443359375,158.39714886065596,156.2914056528102,156.59631569910383,23865400,1.0638232222321298,,,,,
2020-01-17,159.2165985107422,159.56913807909913,157.62537261176516,159.52149406039632,34371700,1.8679739355510483,,,,,
2020-01-21,158.64488220214844,160.255153903279,158.57817767539785,158.8163832042299,29517200,-0.442016206229523,,,,,
2020-01-22,157.88265991210938,159.5882200541892,157.86359939428257,159.50245499342603,24138800,0.43199056379079614,,,74.02420221209537,,
2020-01-23,158.8545379638672,158.93076549395,157.472948511039,158.34954329861904,19680800,-0.7228175233130463,,,69.34702047469571,,
2020-01-24,157.25379943847656,159.62633240231318,156.69163772275695,159.60727188378766,24918100,0.7942735791771627,,,72.9633805658658,,
2020-01-27,154.6240234375,155.6721339305418,152.64215102996783,153.54732943454948,32078100,-3.7967834282954915,,,58.097968255914424,,
2020-01-28,157.65396118164062,157.9397961988569,155.37671679803938,156.05321239066768,24899900,1.6319938388680066,,,58.738220379462575,,
2020-01-29,160.1122589111328,160.78876916667522,157.8731351453459,159.9216973517553,34754500,2.4789524687278908,,,65.26197510637627,,
2020-01-30,164.62860107421875,165.83868921063896,162.73247986352183,165.83868921063896,51597500,3.699930626592174,,,68.79027096084107,26119365.0,
2020-01-31,162.19886779785156,164.26648957403776,161.57953937905737,164.08546562590857,36142700,-1.057186108425845,,,64.07774751446482,26795395.0,
2020-02-03,166.15313720703125,166.26747121673395,162.36089444421407,162.38947794663974,30107000,-1.03360018682912,,,62.723776857461,27244935.0,
2020-02-04,171.622314453125,172.11778602310363,167.9920645264514,168.78290862542698,36433300,3.937096639283544,,,67.56062148056984,28025915.0,
2020-02-05,171.4126739501953,175.50981150496324,169.9929784588166,175.34783350777485,39186300,3.8895673358237515,,,73.64697837675031,28903525.0,
2020-02-06,174.9667510986328,175.14778964892244,171.56516875202502,172.43224047240506,27751400,-1.6627482513153047,,,67.8326608747794,28903770.0,
2020-02-07,175.21449279785156,176.87240883984475,173.871009860663,174.22356399939733,33529100,1.0388564934751487,,,66.98969556641168,29510975.0,
2020-02-10,179.7975616455078,179.93095618338666,174.60468311812673,174.9191162157513,35844300,0.39922970256560664,,,68.61241208209861,30266895.0,
2020-02-11,175.73849487304688,181.7031554563408,174.84283985221046,181.6555114477816,53159900,3.8511486781818594,,,72.46378754077924,31843565.0,
2020-02-12,175.99578857421875,177.0820052612557,173.27071659952438,176.82473920569333,47062900,-2.659303977945593,,,67.43395836167952,33022840.0,
2020-02-13,175.04295349121094,177.4440547028916,174.24257188173937,174.4426709188351,35295800,-1.3471351902220374,161.40014152832552,,63.70841043694522,33716735.0,
2020-02-14,176.60560607910156,176.66277308665374,174.0329744279463,174.6046735812949,23149500,0.09286871245808292,162.17732604204474,,71.83799399201325,33680940.0,1.8973685350917646
2020-02-18,178.39691162109375,178.84473925632798,176.74853314567162,176.85334417815014,27792200,1.2878639218143695,163.0440772664304,,71.68694504303606,33351965.0,1.8966964613521042
