Date,Open,High,Low,Close,Volume,% Change,SMA_30,SMA_200,RSI,Volume_MA_20,Volatility_30
2020-01-02,94.90049743652344,94.90049743652344,93.2074966430664,93.75,80580000,,,,,,
2020-01-03,93.74849700927734,94.30999755859376,93.2249984741211,93.2249984741211,75288000,-0.5600016276041675,,,,,
2020-01-06,95.1439971923828,95.18450164794922,93.0,93.0,81236000,-0.2413499359654625,,,,,
2020-01-07,95.34300231933594,95.69450378417967,94.60199737548828,95.2249984741211,80898000,2.3924714775495737,,,,,
2020-01-08,94.59850311279295,95.5500030517578,94.3219985961914,94.9020004272461,70160000,-0.33919459390989726,,,,,
2020-01-09,95.05249786376952,95.89099884033205,94.79000091552734,95.49449920654295,63346000,0.6243269653215311,,,,,
2020-01-10,94.15799713134766,95.34700012207033,94.0,95.26850128173828,57074000,-0.23666067331885587,,,,,
2020-01-13,94.56500244140624,94.9000015258789,94.04000091552734,94.56549835205078,55616000,-0.7379174860833615,,,,,
2020-01-14,93.47200012207033,94.35549926757812,92.92749786376952,94.29399871826172,68818000,-0.28710220801493325,,,,,
2020-01-15,93.10099792480467,93.94300079345705,92.75450134277344,93.6125030517578,57932000,-0.7227349309261388,,,,,
2020-01-16,93.89700317382812,94.27950286865234,93.3010025024414,94.14949798583984,53190000,0.5736359103496458,,,,,
2020-01-17,93.23600006103516,94.33200073242188,92.8625030517578,94.29450225830078,79946000,0.15401491836180004,,,,,
2020-01-21,94.5999984741211,94.7135009765625,93.0,93.25,74156000,-1.1077021812359478,,,,,
2020-01-22,94.3730010986328,95.125,94.16699981689452,94.80449676513672,64326000,1.6670206596640424,,,55.82370335538685,,
2020-01-23,94.22899627685548,94.4990005493164,93.63800048828124,94.25550079345705,49692000,-0.5790822064482115,,,52.63213511338247,,
2020-01-24,93.08200073242188,94.74949645996094,92.37200164794922,94.56849670410156,75324000,0.3320717708883425,,,57.153511982574365,,
2020-01-27,91.41699981689452,92.0500030517578,90.76699829101562,91.0,70570000,-3.7734518666053707,,,42.146994610165656,,
2020-01-28,92.6624984741211,92.90550231933594,91.5009994506836,92.0250015258789,56160000,1.1263753031636403,,,36.12796024823682,,
2020-01-29,92.9000015258789,93.7375030517578,92.7509994506836,93.1999969482422,41760000,1.2768219536870795,,,43.129313716733805,,
2020-01-30,93.53399658203124,93.64350128173828,92.53050231933594,92.9000015258789,126548000,-0.3218835109296103,,,39.27315098705717,69131000.0,
2020-01-31,100.43599700927734,102.78600311279295,100.1135025024414,102.57350158691406,311346000,10.412809367220976,,,66.95605576076379,80669300.0,
2020-02-03,100.20999908447266,102.4250030517578,100.0124969482422,100.52999877929688,117834000,-1.9922326682838776,,,63.03346880636025,82796600.0,
2020-02-04,102.4834976196289,102.98999786376952,100.76850128173828,101.49400329589844,105786000,0.9589222404328579,,,65.27108255345092,84024100.0,
2020-02-05,101.99349975585938,103.5510025024414,101.5999984741211,103.5510025024414,87524000,2.0267199437842054,,,69.91724306222994,84355400.0,
2020-02-06,102.5114974975586,102.81500244140624,101.23999786376952,102.0510025024414,63660000,-1.4485615433463717,,,65.24651675508376,84030400.0,
2020-02-07,103.96399688720705,104.92649841308594,101.90499877929688,102.09950256347656,101906000,0.04752531562244311,,,65.11660277803966,85958400.0,
2020-02-10,106.69550323486328,106.77999877929688,104.2480010986328,104.25050354003906,101124000,2.1067693010798028,,,70.4299554747471,88160900.0,
2020-02-11,107.54000091552734,109.29750061035156,106.8000030517578,107.54499816894533,114920000,3.1601714303863826,,,72.22504817201863,91126100.0,
2020-02-12,108.0,109.0124969482422,107.7645034790039,108.16000366210938,66686000,0.5718587601795555,,,74.19984751033125,91019500.0,
2020-02-13,107.49349975585938,108.51399993896484,107.0999984741211,107.24949645996094,60636000,-0.8418150622413578,97.24295018513997,,71.62074270946229,91154700.0,
2020-02-14,106.74349975585938,107.9520034790039,106.29450225830078,107.78399658203124,52124000,0.49837075204341996,97.71075007120768,,81.91843874287387,91101400.0,2.3329858971674984
